eo_number,title,date,president,url,status
12941,Executive Order 12941—Seismic Safety of Existing Federally Owned or Leased Buildings,1994-12-01,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12941-seismic-safety-existing-federally-owned-or-leased-buildings,ok
12940,Executive Order 12940—Amendment to Civil Service Rule VI,1994-11-28,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12940-amendment-civil-service-rule-vi,ok
12939,Executive Order 12939—Expedited Naturalization of Aliens and Noncitizen Nationals Who Served in an Active-Duty Status During the Persian Gulf Conflict,1994-11-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12939-expedited-naturalization-aliens-and-noncitizen-nationals-who-served,ok
12938,Executive Order 12938—Proliferation of Weapons of Mass Destruction,1994-11-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12938-proliferation-weapons-mass-destruction,ok
12936,"Executive Order 12936—Amendments to the Manual for Courts-Martial, United States, 1984",1994-11-10,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12936-amendments-the-manual-for-courts-martial-united-states-1984,ok
12937,Executive Order 12937—Declassification of Selected Records Within the National Archives of the United States,1994-11-10,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12937-declassification-selected-records-within-the-national-archives-the,ok
12935,"Executive Order 12935—Amending Executive Order No. 11157 as it Relates to the Definition of ""Field Duty""",1994-10-28,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12935-amending-executive-order-no-11157-it-relates-the-definition-field,ok
12934,Executive Order 12934—Blocking Property and Additional Measures With Respect to the Bosnian Serb-Controlled Areas of the Republic of Bosnia and Herzegovina,1994-10-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12934-blocking-property-and-additional-measures-with-respect-the-bosnian,ok
12933,Executive Order 12933—Nondisplacement of Qualified Workers Under Certain Contracts,1994-10-20,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12933-nondisplacement-qualified-workers-under-certain-contracts,ok
12932,Executive Order 12932—Termination of Emergency With Respect to Haiti,1994-10-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12932-termination-emergency-with-respect-haiti,ok
12931,Executive Order 12931—Federal Procurement Reform,1994-10-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12931-federal-procurement-reform,ok
12930,Executive Order 12930—Measures To Restrict the Participation by United States Persons in Weapons Proliferation Activities,1994-09-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12930-measures-restrict-the-participation-united-states-persons-weapons,ok
12929,Executive Order 12929—Delegation of Authority Regarding the Naval Petroleum and Oil Shale Reserves,1994-09-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12929-delegation-authority-regarding-the-naval-petroleum-and-oil-shale,ok
12928,"Executive Order 12928—Promoting Procurement With Small Businesses Owned and Controlled by Socially and Economically Disadvantaged Individuals, Historically Black Colleges and Universities, and Minority Institutions",1994-09-16,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12928-promoting-procurement-with-small-businesses-owned-and-controlled,ok
12927,Executive Order 12927—Ordering the Selected Reserve of the Armed Forces to Active Duty,1994-09-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12927-ordering-the-selected-reserve-the-armed-forces-active-duty,ok
12926,Executive Order 12926—Implementation of the National Voter Registration Act of 1993,1994-09-12,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12926-implementation-the-national-voter-registration-act-1993,ok
12925,Executive Order 12925—Establishing an Emergency Board To Investigate a Dispute Between the Soo Line Railroad Company and Certain of Its Employees Represented by the United Transportation Union,1994-08-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12925-establishing-emergency-board-investigate-dispute-between-the-soo,ok
12924,Executive Order 12924—Continuation of Export Control Regulations,1994-08-19,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12924-continuation-export-control-regulations,ok
12923,Executive Order 12923—Continuation of Export Control Regulations,1994-06-30,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12923-continuation-export-control-regulations,ok
12922,Executive Order 12922—Blocking Property of Certain Haitian Nationals,1994-06-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12922-blocking-property-certain-haitian-nationals,ok
12921,Executive Order 12921—Amendment to Executive Order No. 12864,1994-06-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12921-amendment-executive-order-no-12864,ok
12920,Executive Order 12920—Prohibiting Certain Transactions With Respect to Haiti,1994-06-10,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12920-prohibiting-certain-transactions-with-respect-haiti,ok
12919,Executive Order 12919—National Defense Industrial Resources Preparedness,1994-06-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12919-national-defense-industrial-resources-preparedness,ok
12918,Executive Order 12918—Prohibiting Certain Transactions With Respect to Rwanda and Delegating Authority With Respect to Other United Nations Arms Embargoes,1994-05-26,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12918-prohibiting-certain-transactions-with-respect-rwanda-and-delegating,ok
12917,Executive Order 12917—Prohibiting Certain Transactions With Respect to Haiti,1994-05-21,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12917-prohibiting-certain-transactions-with-respect-haiti,ok
12916,Executive Order 12916—Implementation of the Border Environment Cooperation Commission and the North American Development Bank,1994-05-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12916-implementation-the-border-environment-cooperation-commission-and-the,ok
12915,Executive Order 12915—Federal Implementation of the North American Agreement on Environmental Cooperation,1994-05-13,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12915-federal-implementation-the-north-american-agreement-environmental,ok
12914,Executive Order 12914—Prohibiting Certain Transactions With Respect to Haiti,1994-05-07,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12914-prohibiting-certain-transactions-with-respect-haiti,ok
12913,Executive Order 12913—Revocation of Executive Order No. 12582,1994-05-02,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12913-revocation-executive-order-no-12582,ok
12912,Executive Order 12912—Amendment to Executive Order No. 12878,1994-04-29,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12912-amendment-executive-order-no-12878,ok
12911,Executive Order 12911—Seal for the Office of National Drug Control Policy,1994-04-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12911-seal-for-the-office-national-drug-control-policy,ok
12910,"Executive Order 12910—Providing for the Closing of Government Departments and Agencies on April 27, 1994",1994-04-23,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12910-providing-for-the-closing-government-departments-and-agencies-april,ok
12909,Executive Order 12909—Order of Succession of Officers to Act as Secretary of the Air Force,1994-04-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12909-order-succession-officers-act-secretary-the-air-force,ok
12908,Executive Order 12908—Order of Succession of Officers To Act as Secretary of the Army,1994-04-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12908-order-succession-officers-act-secretary-the-army,ok
12907,Executive Order 12907—Amending Executive Order No. 12882,1994-04-14,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12907-amending-executive-order-no-12882,ok
12906,Executive Order 12906—Coordinating Geographic Data Acquisition and Access: The National Spatial Data Infrastructure,1994-04-11,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12906-coordinating-geographic-data-acquisition-and-access-the-national,ok
12905,Executive Order 12905—Trade and Environment Policy Advisory Committee,1994-03-25,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12905-trade-and-environment-policy-advisory-committee,ok
12904,"Executive Order 12904—Commission for Environmental Cooperation, Commission for Labor Cooperation, Border Environment Cooperation Commission, and North American Development Bank",1994-03-16,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12904-commission-for-environmental-cooperation-commission-for-labor,ok
12903,Executive Order 12903—Nuclear Cooperation With EURATOM,1994-03-09,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12903-nuclear-cooperation-with-euratom,ok
12902,Executive Order 12902—Energy Efficiency and Water Conservation at Federal Facilities,1994-03-08,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12902-energy-efficiency-and-water-conservation-federal-facilities,ok
12901,Executive Order 12901—Identification of Trade Expansion Priorities,1994-03-03,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12901-identification-trade-expansion-priorities,ok
12900,Executive Order 12900—Educational Excellence for Hispanic Americans,1994-02-22,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12900-educational-excellence-for-hispanic-americans,ok
12899,Executive Order 12899—Establishing an Emergency Board To Investigate a Dispute Between The Long Island Rail Road and Certain of Its Employees Represented by the United Transportation Union,1994-02-15,William J. Clinton,https://www.presidency.ucsb.edu/documents/executive-order-12899-establishing-emergency-board-investigate-dispute-between-the-long,ok
